npsn,nama,alamat,kecamatan,kabupaten,provinsi,bentuk_pendidikan,status_sekolah,latitude,longitude
40204370,SD ISLAM TERPADU AL FAHMI PALU,Jl. Gelatik No.88,Kec. Palu Selatan,Kota Palu,Prov. Sulawesi Tengah,SD,SWASTA,-0.9115,119.8923
40203616,SMP ADVENT PALU,Jl. Pattimura No. 168 Palu,Kec. Palu Timur,Kota Palu,Prov. Sulawesi Tengah,SMP,SWASTA,-0.9034,119.8687
40203646,SD ADVENT PALU,Jl. Patimura No. 166,Kec. Palu Timur,Kota Palu,Prov. Sulawesi Tengah,SD,SWASTA,-0.9033,119.8686
163055  ,Sekolah Tinggi Ilmu Kesehatan Bala Keselamatan Palu,-,Kec. Palu Barat,Kota Palu,Prov. Sulawesi Tengah,Sekolah Tinggi,SWASTA,-0.9031866,119.8715044
40203615,SMKS KRISTEN BALA KESELAMATAN PALU,JL. TOWUA NO.80,Kec. Palu Selatan,Kota Palu,Prov. Sulawesi Tengah,SMK,SWASTA,-0.9031,119.87
40205548,TK GAMALIEL PALU,JL. PATIMURA,Kec. Palu Timur,Kota Palu,Prov. Sulawesi Tengah,TK,SWASTA,-0.90304,119.870335
40209785,SD GAMALIEL,Jl. Pattimura No. 53,Kec. Palu Timur,Kota Palu,Prov. Sulawesi Tengah,SD,SWASTA,-0.903,119.8701
69915647,KB GAMALIEL,JL. PATIMURA NO. 53,Kec. Palu Timur,Kota Palu,Prov. Sulawesi Tengah,KB,SWASTA,-0.903,119.8704
69787939,SMP GAMALIEL PALU,Jl. Pattimura 53 Palu,Kec. Palu Timur,Kota Palu,Prov. Sulawesi Tengah,SMP,SWASTA,-0.9025,119.8704
164023  ,Akademi Keperawatan Bala Keselamatan," Jl. Bali No. 22B Palu, Sulawesi Tengah",Kec. Palu Barat,Kota Palu,Prov. Sulawesi Tengah,Akademik,SWASTA,-0.90246,119.872136
40203522,SMAS ADVENT PALU,JL. PATIMURA NO. 166,Kec. Palu Timur,Kota Palu,Prov. Sulawesi Tengah,SMA,SWASTA,-0.9024,119.8686
40205428,TK NEGERI PEMBINA,JL. Baruga NO. 15,Kec. Mantikulore,Kota Palu,Prov. Sulawesi Tengah,TK,NEGERI,-0.9251,119.9048
P9996127,PKBM MEDHIVA,JL. HM. SOEHARTO,Kec. Palu Selatan,Kota Palu,Prov. Sulawesi Tengah,PKBM,SWASTA,-0.9174824,119.9063301
69794475,TK BINA MANDIRI,JL. GAGAK NO.5,Kec. Palu Selatan,Kota Palu,Prov. Sulawesi Tengah,TK,SWASTA,-0.910454,119.893627
165004  ,Politeknik Cendrawasih Palu,,,Kota Palu,Prov. Sulawesi Tengah,Politeknik,Aktif,-0.9066561,119.8944211
164012  ,Akademi Kebidanan Palu Sulawesi Tengah,Jalan Cenderawasih No 44 Palu Sulawesi Tengah.,Kec. Palu Barat,Kota Palu,Prov. Sulawesi Tengah,Akademik,SWASTA,-0.906631,119.894508
70005153,SMA IT AL FAHMI BS PALU,Blok G8 BTN Lasoani Bawah Kel . Lasoani,Kec. Mantikulore,Kota Palu,Prov. Sulawesi Tengah,SMA,SWASTA,-0.9058,119.9127
40203574,SMP GKST PALU,Jl. Prof. Moh Yamin Palu,Kec. Palu Timur,Kota Palu,Prov. Sulawesi Tengah,SMP,SWASTA,-0.9042,119.89
40203514,SMAS GKST IMANUEL,JL. PROF. MOH. YAMIN NO. 25,Kec. Mantikulore,Kota Palu,Prov. Sulawesi Tengah,SMA,SWASTA,-0.9038,119.8899
69954576,TK ASNUR,BTN LASOANI BLOK J2 NO. 15,Kec. Mantikulore,Kota Palu,Prov. Sulawesi Tengah,TK,SWASTA,-0.9032,119.9077
69756117,SMAS AL - AZHAR MANDIRI PALU,"Jl. Garuda No. 15, RT 001/RW 002",Kec. Mantikulore,Kota Palu,Prov. Sulawesi Tengah,SMA,SWASTA,-0.9021,119.8982
40205434,TK IMANUEL GKST,JL. MOH. YAMIN PALU,Kec. Palu Selatan,Kota Palu,Prov. Sulawesi Tengah,TK,SWASTA,-0.9031,119.8901
40203490,SD NEGERI KAWATUNA,Jl. Gunung Lolo No.27,Kec. Mantikulore,Kota Palu,Prov. Sulawesi Tengah,SD,NEGERI,-0.909,119.9234
69830709,SLB BHAKTI PUTRA PALU,JL. DAENG MANESA NO. 10 RT 001/004 ,Kec. Mantikulore,Kota Palu,Prov. Sulawesi Tengah,SLB,SWASTA,-0.9012,119.9035
60723518,MIS ALKHAIRAAT KAWATUNA,JL. MELATI,Kec. Mantikulore,Kota Palu,Prov. Sulawesi Tengah,MI,SWASTA,-0.9089,119.9236
40203635,SD INPRES 1 KAWATUNA,Jl Gunung Lolo No. 29,Kec. Mantikulore,Kota Palu,Prov. Sulawesi Tengah,SD,NEGERI,-0.909,119.9239
40203559,SD NEGERI 23 PALU,Jl. Nggoriovala No. 1 A,Kec. Mantikulore,Kota Palu,Prov. Sulawesi Tengah,SD,NEGERI,-0.9014,119.8927
40205529,TK NEGERI PEMBINA MANTIKULORE LASOANI,JL. BULU MASOMBA NO. 51,Kec. Mantikulore,Kota Palu,Prov. Sulawesi Tengah,TK,NEGERI,-0.9013,119.907
40203752,SD INPRES 2 TANAMODINDI,Jl. Nggoriovala No. 1 Palu,Kec. Mantikulore,Kota Palu,Prov. Sulawesi Tengah,SD,NEGERI,-0.9013,119.8928
40203772,SD INPRES 5 LOLU,Jl. Tanjung Tada No. 6 B Palu,Kec. Palu Timur,Kota Palu,Prov. Sulawesi Tengah,SD,NEGERI,-0.903,119.8865
40203774,SD INPRES 2 LASOANI,Jl. Bulumasomba No. 7,Kec. Mantikulore,Kota Palu,Prov. Sulawesi Tengah,SD,NEGERI,-0.9011,119.9068
40203649,SDN INPRES 1 LASOANI,Jl. Bulu Masomba No. 09,Kec. Mantikulore,Kota Palu,Prov. Sulawesi Tengah,SD,NEGERI,-0.9011,119.9072
40203554,SD NEGERI 27 PALU,Jl. Tg. Tada No. 6b,Kec. Palu Timur,Kota Palu,Prov. Sulawesi Tengah,SD,NEGERI,-0.9029,119.8862
163028  ,Sekolah Tinggi Ilmu Administrasi Pembangunan Palu,Jalan Nuri No 18 ,Kec. Palu Barat,Kota Palu,Prov. Sulawesi Tengah,Sekolah Tinggi,SWASTA,-0.900731,119.8937008
P9996455,PKBM MUTIARA,PERUMAHAN KORPRI BLO B 2 NO. 40,Kec. Mantikulore,Kota Palu,Prov. Sulawesi Tengah,PKBM,SWASTA,-0.9175,119.9335
40203597,SMP AL AZHAR MANDIRI PALU,Jl. Tanjung Malakosa No. 6,Kec. Palu Timur,Kota Palu,Prov. Sulawesi Tengah,SMP,SWASTA,-0.9021,119.8859
69986709,KB ISLAM CAHAYA KHALIFAH,JL. SWADAYA NO 04,Kec. Mantikulore,Kota Palu,Prov. Sulawesi Tengah,KB,SWASTA,-0.8991,119.8954
69973909,TK ISLAM CAHAYA KHALIFAH,JL. Swadaya No. 04,Kec. Mantikulore,Kota Palu,Prov. Sulawesi Tengah,TK,SWASTA,-0.8991,119.8954
40203582,SMP NEGERI 7 PALU,Jl. Veteran No. 2A Palu,Kec. Mantikulore,Kota Palu,Prov. Sulawesi Tengah,SMP,NEGERI,-0.8988,119.9031
69989634,SLB CAHAYA NURANI,Jl. Veteran Lr. 3,Kec. Mantikulore,Kota Palu,Prov. Sulawesi Tengah,SLB,SWASTA,-0.9006,119.8864
K5665080,LKP Ayu Salon ,Jl.Mantikulore Lasoani No.2 B Palu,Kec. Mantikulore,Kota Palu,Prov. Sulawesi Tengah,Kursus,SWASTA,-0.8979403,119.9035192
40203631,SMAN 2 PALU,JL. TANJUNG DAKO NO. 9,Kec. Palu Timur,Kota Palu,Prov. Sulawesi Tengah,SMA,NEGERI,-0.9033,119.8788
40203495,SD NEGERI TANAMODINDI,Jl. Veteran No. 57,Kec. Mantikulore,Kota Palu,Prov. Sulawesi Tengah,SD,NEGERI,-0.8977,119.8925
40203491,SD NEGERI LASOANI,Jl. Mantikulore No. 5c,Kec. Mantikulore,Kota Palu,Prov. Sulawesi Tengah,SD,NEGERI,-0.8967,119.9028
40206027,TK LUKMAN AL HAKIM NGATABARU,JL. TADULAKO,Kec. Sigibiromaru,Kab. Sigi,Prov. Sulawesi Tengah,TK,SWASTA,-0.925963,119.9490295
40200430,SD NEGERI KAPOPO,Desa Ngatabaru,Kec. Sigibiromaru,Kab. Sigi,Prov. Sulawesi Tengah,SD,NEGERI,-0.9253864,119.950292
69911080,KB BULILI JAYA NGATABARU,PAUD TERPADU BULILI JAYA NGATABARU,Kec. Sigibiromaru,Kab. Sigi,Prov. Sulawesi Tengah,KB,SWASTA,-0.92355,119.9559983
40203652,SD INPRES 2 KAWATUNA,Jl. Bulu Masomba,Kec. Mantikulore,Kota Palu,Prov. Sulawesi Tengah,SD,NEGERI,-0.8977,119.9304
40210298,MTSS NURUL FALAH,JL. BULUMASOMBA I,Kec. Mantikulore,Kota Palu,Prov. Sulawesi Tengah,MTs,SWASTA,-0.898,119.9193
40209855,MAS PPM NURUL FALAH,JL. BULU MASOMBA I BUKIT INDAH KAWATUNA PALU,Kec. Mantikulore,Kota Palu,Prov. Sulawesi Tengah,MA,SWASTA,-0.8979,119.9189
40202882,SD KECIL UWEMEA DOLAGO,Desa Dolago,Kec. Parigi Selatan,Kab. Parigi Moutong,Prov. Sulawesi Tengah,SD,NEGERI,-0.9067,120.2107
40205733,TK NURUL AMIN,JL. BUKIT ASRI DESA DOLAGO,Kec. Parigi Selatan,Kab. Parigi Moutong,Prov. Sulawesi Tengah,TK,SWASTA,-0.906849,120.21678
40202931,SMP KRISTEN GPID SUMBERSARI,Jl. Trans Sulawesi,Kec. Parigi Selatan,Kab. Parigi Moutong,Prov. Sulawesi Tengah,SMP,SWASTA,-0.9195,120.2392
40203022,SMAS GPID SUMBERSARI,JL. TRANS SULAWESI NO 110,Kec. Parigi Selatan,Kab. Parigi Moutong,Prov. Sulawesi Tengah,SMA,SWASTA,-0.9195,120.2394
69771469,KB MUTIARA AZZAHRA,JL. TRANS SULAWESI,Kec. Parigi Selatan,Kab. Parigi Moutong,Prov. Sulawesi Tengah,KB,SWASTA,-0.9224,120.2409
40203033,SD NEGERI SUMBERSARI,Jln. Trans Sulawesi,Kec. Parigi Selatan,Kab. Parigi Moutong,Prov. Sulawesi Tengah,SD,NEGERI,-0.9255049,120.2423068
40202847,SD NEGERI INTI MASARI,Jl. Trans Sulawesi,Kec. Parigi Selatan,Kab. Parigi Moutong,Prov. Sulawesi Tengah,SD,NEGERI,-0.9053,120.2347
40203205,SD INPRES 2 NAMBARU,"TOINI, TRIMASARI NAMBARU",Kec. Parigi Selatan,Kab. Parigi Moutong,Prov. Sulawesi Tengah,SD,NEGERI,-0.9109,120.2546
40201103,SDN 14 BANAWA SELATAN,Jl. Lamandiasa,Kec. Banawa Selatan,Kab. Donggala,Prov. Sulawesi Tengah,SD,NEGERI,-0.8891,119.5949
69948239,SMA NEGERI 1 BANAWA SELATAN,Jl. Trans Sulawesi No.    Desa  Watatu,Kec. Banawa Selatan,Kab. Donggala,Prov. Sulawesi Tengah,SMA,NEGERI,-0.8765,119.5841
40200740,SDN 8 BANAWA SELATAN,Jl.trans Sulawesi No.70,Kec. Banawa Selatan,Kab. Donggala,Prov. Sulawesi Tengah,SD,NEGERI,-0.875832,119.586147
69950858,TK NEGERI PEMBINA BANAWA SELATAN,Jl. Masid Raya Dusun I ,Kec. Banawa Selatan,Kab. Donggala,Prov. Sulawesi Tengah,TK,NEGERI,-0.8758,119.5876
40209842,MAN DONGGALA,JL. TRANS SULAWESI,Kec. Banawa Selatan,Kab. Donggala,Prov. Sulawesi Tengah,MA,NEGERI,-0.8705,119.5732
40201014,SDN 16 BANAWA SELATAN,Jl. Trans Sulawesi No. 60,Kec. Banawa Selatan,Kab. Donggala,Prov. Sulawesi Tengah,SD,NEGERI,-0.873152,119.587167
40200648,SMP NEGERI 2 BANAWA SELATAN,Jl.Trans Sulawesi Watatu,Kec. Banawa Selatan,Kab. Donggala,Prov. Sulawesi Tengah,SMP,NEGERI,-0.8717,119.5877
69878866,SDN 32 BANAWA SELATAN,Jln. Trans Sulawesi Desa Watatu Kec. Banawa Selatan,Kec. Banawa Selatan,Kab. Donggala,Prov. Sulawesi Tengah,SD,NEGERI,-0.8749,119.5973
40204450,SDS ADVENT LUMBULAMA,DESA LUMBULAMA,Kec. Banawa Selatan,Kab. Donggala,Prov. Sulawesi Tengah,SD,SWASTA,-0.887192,119.665135
40203808,SDN 23 BANAWA SELATAN,Jl.Durian,Kec. Banawa Selatan,Kab. Donggala,Prov. Sulawesi Tengah,SD,NEGERI,-0.882007,119.666687
40204392,SDN 28 BANAWA SELATAN,Dusun Putia,Kec. Banawa Selatan,Kab. Donggala,Prov. Sulawesi Tengah,SD,NEGERI,-0.877102,119.681828
40204451,SD Advent Tambaga,"Jln. Gunung Lambani, Dusun III Tambaga",Kec. Banawa Selatan,Kab. Donggala,Prov. Sulawesi Tengah,SD,SWASTA,-0.879732,119.686392
69787774,SMP ADVENT TAMBAGA,"Jln. Gunung Lambani, Dusun III Tambaga",Kec. Banawa Selatan,Kab. Donggala,Prov. Sulawesi Tengah,SMP,SWASTA,-0.8796,119.6864
P9996188,PKBM MERAH PUTIH,Jl. Trans Sulawesi,Kec. Banawa Selatan,Kab. Donggala,Prov. Sulawesi Tengah,PKBM,SWASTA,-0.8865205,119.7430295
P9952517,PKBM KABELOTA,Desa Kalora,Kec. Kinovaro,Kab. Sigi,Prov. Sulawesi Tengah,PKBM,SWASTA,-0.8773959,119.8022822
69948753,SDN 2 KALORA,Desa Kalora,Kec. Kinovaro,Kab. Sigi,Prov. Sulawesi Tengah,SD,NEGERI,-0.8858,119.8189
40203580,SMP NEGERI 13 PALU,Jl. Munif Rahman II No.02,Kec. Ulujadi,Kota Palu,Prov. Sulawesi Tengah,SMP,NEGERI,-0.8939,119.8332
69995311,Pondok Pesantren Ummul Khairaat,jln.puenjidi kabonena,Kec. Ulujadi,Kota Palu,Prov. Sulawesi Tengah,Pondok Pesantren,SWASTA,-0.8875,119.8291
40203720,SD INPRES KABONENA,Jl. Munif Rahman No 9,Kec. Ulujadi,Kota Palu,Prov. Sulawesi Tengah,SD,NEGERI,-0.8928,119.8343
40203497,SD NEGERI KABONENA,Jl. Munif Rahman No 11 B,Kec. Ulujadi,Kota Palu,Prov. Sulawesi Tengah,SD,NEGERI,-0.8926,119.8346
69819711,MIS An Nur Buuts,Jl. Samudra Pasifik Kelurahan Kabonena,Kec. Ulujadi,Kota Palu,Prov. Sulawesi Tengah,MI,SWASTA,-0.8911,119.8379
69994405,MTs TERPADU AN NUR BUUTS,JL SAMUDRA PASIFIK,Kec. Ulujadi,Kota Palu,Prov. Sulawesi Tengah,MTs,SWASTA,-0.890986,119.838427
69844501,TK ULUJADI KALORA,DESA KALORA,Kec. Kinovaro,Kab. Sigi,Prov. Sulawesi Tengah,TK,SWASTA,-0.875747,119.81669
60728862,MIS DARUL IMAN,JL. ASAM II Lrg. IV. No. 24A Palu Barat,Kec. Palu Barat,Kota Palu,Prov. Sulawesi Tengah,MI,SWASTA,-0.895,119.844
60724848,SMP SATAP NEGERI 14 SIGI,JL. ULU JADI,Kec. Kinovaro,Kab. Sigi,Prov. Sulawesi Tengah,SMP,NEGERI,-0.8732,119.8189
69751249,RA/BA/TA DARUL IMAN,JL. ASAM II NO. 24 A LRG 4 PALU,Kec. Palu Barat,Kota Palu,Prov. Sulawesi Tengah,RA,SWASTA,-0.8944,119.8448
69794488,KB ANUTA PASANGGANI,HASANUDDIN TOTO KELURAHAN SILAE,Kec. Palu Barat,Kota Palu,Prov. Sulawesi Tengah,KB,SWASTA,-0.8805,119.8342
40210294,MTSS DARUL IMAN,JL.ASAM II No. 24 A,Kec. Palu Barat,Kota Palu,Prov. Sulawesi Tengah,MTs,SWASTA,-0.8948,119.8453
69787934,SDI RAUDHATUL JANNAH,JL. LASOSO LRG. VII,Kec. Ulujadi,Kota Palu,Prov. Sulawesi Tengah,SD,SWASTA,-0.8854,119.8396
69955799,Darul Iman,Jl. Asam II Lrg. IV No.24A,Kec. Palu Barat,Kota Palu,Prov. Sulawesi Tengah,MA,SWASTA,-0.895,119.8455
40203745,SD INPRES 3 LERE,Jl. Asam 2 No. 28 Palu Barat,Kec. Palu Barat,Kota Palu,Prov. Sulawesi Tengah,SD,NEGERI,-0.8941,119.8454
40203755,SD INPRES 2 LERE,Jl. Asam 2 No. 44,Kec. Palu Barat,Kota Palu,Prov. Sulawesi Tengah,SD,NEGERI,-0.8941,119.8455
40203713,SDN INPRES SILAE,Jl. Munif Rahman 1,Kec. Ulujadi,Kota Palu,Prov. Sulawesi Tengah,SD,NEGERI,-0.8819,119.8376
40203760,SD INPRES BUMI BAHARI,Jl. Tomampe No 10,Kec. Palu Barat,Kota Palu,Prov. Sulawesi Tengah,SD,NEGERI,-0.8871,119.845
40203762,SD INPRES BTN SILAE,Jl. Sultan Alaudin No. 06,Kec. Ulujadi,Kota Palu,Prov. Sulawesi Tengah,SD,NEGERI,-0.8745,119.8337
201025  ,Universitas Islam Negeri Datokarama Palu,,,Kota Palu,Prov. Sulawesi Tengah,Universitas,Aktif,-0.8855112,119.845852
40203611,SMAN 4 PALU,JL. MOKOLEMBAKE NO.1,Kec. Palu Barat,Kota Palu,Prov. Sulawesi Tengah,SMA,NEGERI,-0.8892,119.8482
203024  ,STAIN Datokarama Palu, Jl. Diponegoro No. 23 Palu 94221,Kec. Palu Barat,Kota Palu,Prov. Sulawesi Tengah,Sekolah Tinggi,NEGERI,-0.884601,119.845454
40203510,SMAS PGRI 2 PALU,JL MOKOLEMBAKE NO. 3,Kec. Palu Barat,Kota Palu,Prov. Sulawesi Tengah,SMA,SWASTA,-0.8899,119.8489
202019  ,Institut Agama Islam Negeri Palu ,-,Kec. Palu Barat,Kota Palu,Prov. Sulawesi Tengah,Institut,NEGERI,-0.884289,119.845454
40205468,TK AISYIYAH II,JL. DURIAN NO. 45,Kec. Palu Barat,Kota Palu,Prov. Sulawesi Tengah,TK,SWASTA,-0.895765,119.854558
40205570,TK SITTI MASYITHAH,LERE,Kec. Palu Barat,Kota Palu,Prov. Sulawesi Tengah,TK,SWASTA,-0.8929,119.8521
